,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2017-05-01,136.430000,136.710000,135.410000,135.770000,124.100353,851738,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-02,136.020000,136.788600,135.500000,136.170000,124.465972,1271210,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-03,136.000000,136.270000,135.020000,135.710000,124.045510,733975,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-04,135.640000,135.650000,134.790000,134.980000,123.378255,1038367,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-05,135.430000,136.000000,134.770000,135.960000,124.274022,706245,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-08,135.790000,136.000000,134.600000,134.850000,123.259429,747589,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-09,134.810000,135.460000,134.495000,134.870000,123.277709,926346,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-10,134.590000,134.660000,133.510000,134.040000,122.519049,1653325,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-11,133.890000,135.080000,133.330000,134.840000,123.250288,818698,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-12,134.630000,135.113000,134.330000,134.820000,123.232007,643972,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-15,134.810000,136.160000,134.170000,136.030000,124.338006,750534,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-16,135.820000,136.690000,134.360000,134.770000,123.186305,1108636,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-17,134.060000,134.990000,133.480000,133.540000,122.062025,934544,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-18,133.540000,135.630000,132.440000,134.840000,123.250288,980478,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-19,135.100000,136.830000,134.790000,136.810000,125.050963,1331024,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-22,136.820000,139.210000,136.820000,138.640000,126.723672,1474972,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-23,138.700000,140.300000,138.640000,139.900000,127.875373,1436876,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-24,139.960000,140.340000,139.830000,139.990000,127.957637,1121358,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-25,140.260000,141.205000,139.770000,140.850000,128.743719,1201834,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-26,140.970000,141.590000,140.395500,141.270000,129.127619,826549,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-30,140.990000,142.050000,140.850000,141.980000,129.776594,779124,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-05-31,142.560000,143.200000,141.970000,142.960000,130.672361,1634345,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-06-01,142.800000,144.700000,142.440000,144.700000,132.262805,969331,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-06-02,145.260000,145.620000,144.050000,144.480000,132.061715,1469622,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-06-05,144.700000,144.790000,143.770000,144.220000,131.824062,1076738,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-06-06,143.750000,144.660000,143.750000,144.050000,131.668674,776053,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-06-07,144.600000,145.010000,143.530000,144.440000,132.025153,685521,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2017-06-08,144.220000,144.620000,141.530000,142.430000,130.187916,1677756,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
